,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,REPORT_DATE,REPORT_COUNT,LINK
179,Green Mountain - Wildcat Trail,Olympic Peninsula,9.5,roundtrip,1900.0,1639.0,4.33,3,2019-05-02,42,https://www.wta.org/go-hiking/hikes/wildcat-trail
180,South Fork Agnes Creek,Central Cascades,,,,,3.0,4,2017-08-18,10,https://www.wta.org/go-hiking/hikes/south-fork-agnes-creek
181,Dalles River,South Cascades,,,,,2.5,4,2014-08-02,2,https://www.wta.org/go-hiking/hikes/dalles-river
182,Worm Flows Snowshoe,South Cascades,7.0,roundtrip,500.0,3100.0,3.0,2,,0,https://www.wta.org/go-hiking/hikes/worm-flows
183,Zig Zag Lake,South Cascades,1.0,roundtrip,600.0,4000.0,3.17,6,2018-10-07,6,https://www.wta.org/go-hiking/hikes/zig-zag-lake
184,Yozoo,South Cascades,,,,,2.0,4,,0,https://www.wta.org/go-hiking/hikes/yozoo
185,Working Forest Nature Trail,Olympic Peninsula,,,,,3.0,4,2015-08-07,1,https://www.wta.org/go-hiking/hikes/working-forest-nature-trail
186,Hat Rock-Yellow Jacket Pass,South Cascades,5.5,roundtrip,1200.0,5200.0,3.0,4,2013-06-09,3,https://www.wta.org/go-hiking/hikes/yellow-jacket
187,Wishpoosh Campground,Snoqualmie Region,,,,,1.75,4,,0,https://www.wta.org/go-hiking/hikes/wishpoosh-campground
188,Wobbly Creek,South Cascades,,,,,2.4,5,2019-06-14,2,https://www.wta.org/go-hiking/hikes/wobbly-creek
189,Wiseman Lake,North Cascades,,,,,3.25,4,,0,https://www.wta.org/go-hiking/hikes/wiseman-lake
190,Windy Lake,Snoqualmie Region,,,,,4.0,5,2017-08-04,5,https://www.wta.org/go-hiking/hikes/windy-lake
191,Wolf,Eastern Washington,,,,,1.25,4,,0,https://www.wta.org/go-hiking/hikes/wolf
192,Windy Pass - Mount Catherine Snowshoe,Snoqualmie Region,9.0,roundtrip,2300.0,5052.0,2.67,3,2019-03-16,32,https://www.wta.org/go-hiking/hikes/windy-pass-mount-catherine-snowshoe
193,Windy Creek,Eastern Washington,,,,,3.0,4,2015-09-07,1,https://www.wta.org/go-hiking/hikes/windy-creek
194,Whitehorse Mountain,North Cascades,,,,,3.25,4,2019-05-18,13,https://www.wta.org/go-hiking/hikes/whitehorse-mountain
195,West Point,Snoqualmie Region,,,,,2.5,4,,0,https://www.wta.org/go-hiking/hikes/west-point
196,Whistler Basin,North Cascades,,,,,3.25,4,2016-08-26,4,https://www.wta.org/go-hiking/hikes/whistler-basin
197,Whatcom Pass,North Cascades,,,,,2.8,5,2018-09-03,17,https://www.wta.org/go-hiking/hikes/whatcom-pass
198,Whistler (Slide Chute),North Cascades,,,,,2.5,4,2013-09-18,5,https://www.wta.org/go-hiking/hikes/whistler-slide-chute
199,White River Snowshoe,Mount Rainier Area,4.0,roundtrip,400.0,3200.0,2.5,2,2019-02-18,10,https://www.wta.org/go-hiking/hikes/white-river-snowshoe
200,West Crater,South Cascades,1.6,roundtrip,400.0,4000.0,1.8,5,2018-09-04,3,https://www.wta.org/go-hiking/hikes/west-crater
201,White River,South Cascades,,,,,3.75,4,2016-08-23,16,https://www.wta.org/go-hiking/hikes/white-river-1
202,White Lakes,North Cascades,,,,,3.75,4,,0,https://www.wta.org/go-hiking/hikes/white-lakes
203,White River,Central Cascades,,,,,2.5,4,2018-07-27,53,https://www.wta.org/go-hiking/hikes/white-river
204,Whistling Pig Meadow,Central Cascades,11.4,roundtrip,1300.0,5650.0,1.75,4,2016-07-06,3,https://www.wta.org/go-hiking/hikes/whistling-pig-meadow
205,West Fork Humptulips River,Olympic Peninsula,10.0,roundtrip,700.0,1000.0,2.0,5,2017-07-23,10,https://www.wta.org/go-hiking/hikes/west-fork-humptulips-river
206,West Bank,North Cascades,,,,,2.5,4,2015-05-31,1,https://www.wta.org/go-hiking/hikes/west-bank
207,Wenatchee Ridge Snowshoe (Lake Wenatchee Area),Central Cascades,11.0,roundtrip,2000.0,4000.0,3.0,2,2019-02-07,8,https://www.wta.org/go-hiking/hikes/wenatchee-ridge-snowshoe
208,Whiskey Bend to Low Divide,Olympic Peninsula,,,,,2.5,6,2018-10-23,21,https://www.wta.org/go-hiking/hikes/whiskey-bend-to-low-divide
209,Wonderland Trail - White River to Sunrise,Mount Rainier Area,6.0,roundtrip,2100.0,6400.0,2.6,5,2019-06-04,19,https://www.wta.org/go-hiking/hikes/white-river-to-sunrise
210,Mount Baring,Central Cascades,7.0,roundtrip,3500.0,6129.0,4.5,8,2019-06-29,79,https://www.wta.org/go-hiking/hikes/mount-baring
211,Lookout Mountain Lookout,North Cascades,9.4,roundtrip,4500.0,5719.0,4.0,6,2019-07-01,133,https://www.wta.org/go-hiking/hikes/lookout-mountain-1
212,Cutthroat Pass via Cutthroat Lake,North Cascades,11.4,roundtrip,2300.0,6800.0,3.62,8,2019-06-14,114,https://www.wta.org/go-hiking/hikes/cutthroat-pass
213,Iron Peak,Snoqualmie Region,7.6,roundtrip,2360.0,6160.0,4.25,8,2019-06-20,212,https://www.wta.org/go-hiking/hikes/iron-peak
214,Ebey Waterfront Trail,Puget Sound and Islands,3.2,roundtrip,,15.0,3.5,4,2019-06-23,32,https://www.wta.org/go-hiking/hikes/ebey-waterfront-trail
215,Mount Storm King,Olympic Peninsula,4.0,roundtrip,2065.0,2600.0,4.0,29,2019-06-29,197,https://www.wta.org/go-hiking/hikes/mount-storm-king
216,Chambers Creek Canyon,Puget Sound and Islands,2.5,trails,500.0,,4.0,1,2019-03-02,1,https://www.wta.org/go-hiking/hikes/chambers-creek-canyon
217,Round Mountain,South Cascades,5.2,roundtrip,1700.0,5970.0,4.1,10,2019-06-28,52,https://www.wta.org/go-hiking/hikes/round-mountain
218,Tuck and Robin Lakes,Snoqualmie Region,16.0,roundtrip,2900.0,6300.0,4.19,26,2019-06-29,237,https://www.wta.org/go-hiking/hikes/robin-lakes
219,Aasgard Pass,Central Cascades,12.2,roundtrip,4400.0,7800.0,4.29,7,2019-06-22,191,https://www.wta.org/go-hiking/hikes/aasgard-pass
220,Denny Creek,Snoqualmie Region,6.0,roundtrip,1345.0,3642.0,4.02,55,2019-07-03,578,https://www.wta.org/go-hiking/hikes/denny-creek
221,Melakwa Lake,Snoqualmie Region,8.5,roundtrip,2500.0,4600.0,4.22,73,2019-07-01,804,https://www.wta.org/go-hiking/hikes/melakwa-lake
222,Mount Pugh,North Cascades,11.0,roundtrip,5300.0,7201.0,4.26,27,2019-07-01,257,https://www.wta.org/go-hiking/hikes/mount-pugh
223,Silver Peak,Snoqualmie Region,5.6,roundtrip,2100.0,5605.0,4.44,36,2019-06-28,294,https://www.wta.org/go-hiking/hikes/silver-peak
224,Sweet Creek Falls Interpretive Trail,Eastern Washington,1.0,roundtrip,,,4.67,3,2019-06-22,10,https://www.wta.org/go-hiking/hikes/sweet-creek-falls-interpretive-trail
225,Spider Meadow and Phelps Basin,Central Cascades,13.0,roundtrip,1900.0,5400.0,4.13,24,2019-06-29,188,https://www.wta.org/go-hiking/hikes/spider-meadows
226,Round Lake,North Cascades,11.0,roundtrip,4300.0,5600.0,4.5,8,2019-06-29,146,https://www.wta.org/go-hiking/hikes/round-lake
227,Glacier Basin,Mount Rainier Area,6.5,roundtrip,1600.0,5900.0,4.1,29,2019-06-30,246,https://www.wta.org/go-hiking/hikes/glacier-basin
228,"Stagman Ridge, Horseshoe Meadow, Lookingglass Lake",South Cascades,11.0,roundtrip,1900.0,6100.0,3.83,6,2018-09-28,10,https://www.wta.org/go-hiking/hikes/horseshoe-meadow
229,Mount Margaret,South Cascades,11.0,roundtrip,2820.0,5780.0,4.6,5,2019-06-22,56,https://www.wta.org/go-hiking/hikes/mt.-margaret
230,Gobblers Knob,Mount Rainier Area,11.0,roundtrip,2565.0,5485.0,3.12,8,2019-06-29,133,https://www.wta.org/go-hiking/hikes/gobblers-knob
231,Strawberry Mountain,South Cascades,10.7,roundtrip,2280.0,5900.0,2.86,7,2018-09-15,16,https://www.wta.org/go-hiking/hikes/strawberry-mountain
232,Boundary West,South Cascades,10.0,roundtrip,2400.0,4390.0,3.44,9,2019-06-02,93,https://www.wta.org/go-hiking/hikes/boundary-west
233,Packwood Lake,South Cascades,10.0,roundtrip,600.0,3200.0,3.97,31,2019-06-21,260,https://www.wta.org/go-hiking/hikes/packwood-lake
234,Little Huckleberry Mountain,Southwest Washington,5.0,roundtrip,1800.0,4781.0,3.43,7,2019-06-11,16,https://www.wta.org/go-hiking/hikes/little-huckleberry
235,Carkeek Park,Puget Sound and Islands,3.5,roundtrip,800.0,240.0,3.83,12,2019-05-13,75,https://www.wta.org/go-hiking/hikes/carkeek-park
236,Chybinski Loop,Issaquah Alps,7.7,roundtrip,2100.0,1800.0,3.5,6,2019-05-12,67,https://www.wta.org/go-hiking/hikes/chybinski-loop
237,Squak Mountain Traverse,Issaquah Alps,7.8,one-way,1650.0,2025.0,0.0,0,2019-03-10,1,https://www.wta.org/go-hiking/hikes/squak-mountain-traverse
238,Swamp Trail,Issaquah Alps,1.0,roundtrip,75.0,520.0,3.6,5,2019-06-25,41,https://www.wta.org/go-hiking/hikes/swamp-trail
239,Wetlands Trail,Issaquah Alps,1.3,roundtrip,90.0,570.0,4.2,5,2019-04-14,18,https://www.wta.org/go-hiking/hikes/round-lake-wetland
240,Middle Fork Little Naches River,South Cascades,,,,,1.75,4,2001-09-04,1,https://www.wta.org/go-hiking/hikes/middle-fork-little-naches-river
241,Meade Glacier,South Cascades,,,,,2.0,4,2018-07-06,2,https://www.wta.org/go-hiking/hikes/meade-glacier
242,Mesatchee Creek,Mount Rainier Area,10.4,roundtrip,1300.0,5900.0,3.0,4,2019-06-29,33,https://www.wta.org/go-hiking/hikes/mesatchee-creek
243,McNary National Wildlife Refuge,Central Washington,2.0,roundtrip,,350.0,2.0,4,,0,https://www.wta.org/go-hiking/hikes/mcnary-national-wildlife-refuge
244,Middle Fork Cascade River,North Cascades,,,,,2.2,5,2018-05-27,6,https://www.wta.org/go-hiking/hikes/middle-fork-cascade-river
245,Massie Lake,Central Cascades,,,,,2.2,5,2017-07-30,8,https://www.wta.org/go-hiking/hikes/massie-lake
246,Middle Falls,South Cascades,,,,,3.0,4,,0,https://www.wta.org/go-hiking/hikes/middle-falls
247,McCoy Peak,South Cascades,8.4,roundtrip,3200.0,5856.0,3.2,5,2015-08-23,4,https://www.wta.org/go-hiking/hikes/mccoy-peak
248,Middle Fork Beaver Creek,North Cascades,,,,,3.0,4,2014-06-04,1,https://www.wta.org/go-hiking/hikes/middle-fork-beaver-creek
249,McCall Gulch,North Cascades,,,,,2.0,3,2018-07-04,1,https://www.wta.org/go-hiking/hikes/mccall-gulch
250,Middle Service,South Cascades,,,,,2.25,4,,0,https://www.wta.org/go-hiking/hikes/middle-service
251,Mill Creek,North Cascades,,,,,2.75,4,2018-08-20,12,https://www.wta.org/go-hiking/hikes/mill-creek
252,Middle Tommy,Central Cascades,,,,,2.0,4,2016-05-01,4,https://www.wta.org/go-hiking/hikes/middle-tommy
253,McAllister,South Cascades,,,,,4.0,3,2001-09-22,2,https://www.wta.org/go-hiking/hikes/mcallister
254,Miller Creek Falls,South Cascades,,,,,3.25,4,,0,https://www.wta.org/go-hiking/hikes/miller-creek-falls
255,Marten Creek Snowshoe,North Cascades,7.5,roundtrip,1300.0,2800.0,2.5,4,2019-01-27,32,https://www.wta.org/go-hiking/hikes/marten-creek-snowshoe
256,Middle Fork Nooksack River Snowshoe,North Cascades,7.0,roundtrip,900.0,3000.0,1.5,2,2013-03-09,1,https://www.wta.org/go-hiking/hikes/middle-fork-nooksack-river-snowshoe
257,Louise Lake,Mount Rainier Area,2.0,roundtrip,300.0,4880.0,2.8,5,2017-07-30,11,https://www.wta.org/go-hiking/hikes/louise-lake
258,Lookout Ridge,North Cascades,,,,,3.0,4,2016-05-28,2,https://www.wta.org/go-hiking/hikes/lookout-ridge
259,Maggie Creek,South Cascades,,,,,2.75,4,2017-07-25,4,https://www.wta.org/go-hiking/hikes/maggie-creek
260,Mallardy Ridge Snowshoe,North Cascades,10.0,roundtrip,1900.0,3500.0,3.0,2,2018-02-10,9,https://www.wta.org/go-hiking/hikes/mallardy-ridge-snowshoe
261,Lucky Pass,North Cascades,,,,,3.0,3,,0,https://www.wta.org/go-hiking/hikes/lucky-pass
262,Lookout Creek,South Cascades,,,,,2.75,4,2016-07-04,1,https://www.wta.org/go-hiking/hikes/lookout-creek
263,Lower Wildcat Lake,Snoqualmie Region,,,,,3.0,3,2018-11-18,24,https://www.wta.org/go-hiking/hikes/lower-wildcat-lake
264,Long John,South Cascades,,,,,3.5,4,2014-08-09,4,https://www.wta.org/go-hiking/hikes/long-john
265,Lower Railroad Creek,Central Cascades,,,,,3.5,4,,0,https://www.wta.org/go-hiking/hikes/lower-railroad-creek
266,Lone Peak,Central Cascades,,,,,1.75,4,2013-08-15,2,https://www.wta.org/go-hiking/hikes/lone-peak
267,Lone Tree Pass,Central Cascades,,,,,2.33,3,2001-04-19,1,https://www.wta.org/go-hiking/hikes/lone-tree-pass
268,Madcat Meadow,South Cascades,,,,,3.0,4,,0,https://www.wta.org/go-hiking/hikes/madcat-meadow
269,Lunch Lake,Olympic Peninsula,,,,,3.5,4,2019-06-30,7,https://www.wta.org/go-hiking/hikes/lunch-lake
270,Shangri La,Issaquah Alps,3.4,roundtrip,643.0,,3.5,8,2019-06-22,95,https://www.wta.org/go-hiking/hikes/shangri-la
271,Des Moines Creek Trail,Puget Sound and Islands,4.0,roundtrip,235.0,250.0,4.33,3,2019-05-08,20,https://www.wta.org/go-hiking/hikes/des-moines-creek-trail
272,Pioneer Park - Mercer Island,Puget Sound and Islands,1.25,roundtrip,200.0,300.0,4.0,2,2019-03-16,11,https://www.wta.org/go-hiking/hikes/pioneer-park-mercer-island
273,Tradition Lake Loop,Issaquah Alps,2.9,roundtrip,150.0,540.0,3.42,12,2019-06-07,84,https://www.wta.org/go-hiking/hikes/tradition-lakes
274,South Bay Trail,Puget Sound and Islands,4.0,roundtrip,20.0,20.0,4.0,7,2019-06-12,17,https://www.wta.org/go-hiking/hikes/south-bay-trail
275,Seward Park,Puget Sound and Islands,2.4,roundtrip,,,3.9,10,2019-05-11,32,https://www.wta.org/go-hiking/hikes/seward-park
276,Hobart - Middle Tiger Railroad Trail,Issaquah Alps,10.2,roundtrip,1550.0,2180.0,3.5,4,2018-06-23,10,https://www.wta.org/go-hiking/hikes/hobart-middle-tiger-railroad-grade
277,Lake Hills Greenbelt,Puget Sound and Islands,2.3,roundtrip,50.0,330.0,3.5,2,2019-06-16,10,https://www.wta.org/go-hiking/hikes/lake-hills-greenbelt
278,Redmond Powerline Trail,Puget Sound and Islands,6.7,one-way,548.0,574.0,2.0,1,2017-09-10,1,https://www.wta.org/go-hiking/hikes/redmond-power-line-trail
279,Wilburton Hill Park,Puget Sound and Islands,2.8,trails,175.0,230.0,0.0,0,2018-04-17,3,https://www.wta.org/go-hiking/hikes/wilburton-hill-park
280,Mount Si - Old Trail,Snoqualmie Region,7.4,roundtrip,3420.0,3980.0,4.36,25,2019-06-24,350,https://www.wta.org/go-hiking/hikes/mount-si-old-trail
281,Ladder Creek Falls,North Cascades,0.4,roundtrip,,660.0,4.5,2,2019-06-20,30,https://www.wta.org/go-hiking/hikes/ladder-creek-falls
282,Fuller Mountain,Snoqualmie Region,,,,,3.0,3,2019-01-12,9,https://www.wta.org/go-hiking/hikes/fuller-mountain
283,Mount McCausland,Central Cascades,7.0,roundtrip,1800.0,5747.0,4.77,26,2019-07-02,203,https://www.wta.org/go-hiking/hikes/mt.-mccausland
284,Perry Creek,North Cascades,10.5,roundtrip,3400.0,5250.0,4.3,20,2019-06-17,386,https://www.wta.org/go-hiking/hikes/perry-creek
285,Washington Park,Puget Sound and Islands,2.2,roundtrip,280.0,250.0,4.67,3,2019-06-16,47,https://www.wta.org/go-hiking/hikes/washington-park
286,Mount Townsend - Silver Lakes Traverse,Olympic Peninsula,14.0,roundtrip,3200.0,6280.0,4.0,2,2019-06-08,27,https://www.wta.org/go-hiking/hikes/mount-townsend-backdoor
287,Cascade Rock,Olympic Peninsula,4.5,roundtrip,1800.0,1825.0,3.5,6,2019-06-29,8,https://www.wta.org/go-hiking/hikes/cascade-rock
288,Lily Lake Loop,Puget Sound and Islands,5.5,roundtrip,1360.0,2025.0,2.75,4,2019-05-26,38,https://www.wta.org/go-hiking/hikes/lily-lake-loop
289,Vanson Peak,South Cascades,13.2,roundtrip,2600.0,4948.0,3.75,4,2019-06-24,16,https://www.wta.org/go-hiking/hikes/vanson-peak
290,Olympic Discovery Trail,Olympic Peninsula,126.6,one-way,,,0.0,0,2018-01-21,5,https://www.wta.org/go-hiking/hikes/olympic-discovery-trail-morse-creek-trailhead
291,Lake Serene,Central Cascades,8.2,roundtrip,2000.0,2521.0,4.46,297,2019-06-30,1690,https://www.wta.org/go-hiking/hikes/lake-serene
292,Pyramid Lake,North Cascades,4.5,roundtrip,1500.0,2600.0,3.56,9,2019-06-02,41,https://www.wta.org/go-hiking/hikes/pyramid-lake
293,Pete Lake,Snoqualmie Region,9.0,roundtrip,400.0,3200.0,3.41,22,2019-06-29,345,https://www.wta.org/go-hiking/hikes/pete-lake
294,Dingford Creek-Myrtle Lake,Snoqualmie Region,11.0,roundtrip,2600.0,3800.0,3.43,7,2019-06-23,68,https://www.wta.org/go-hiking/hikes/dingford-creek-myrtle-lake
295,Waterworks Garden,Puget Sound and Islands,0.7,roundtrip,,,0.0,0,2019-04-11,2,https://www.wta.org/go-hiking/hikes/waterworks-garden
296,West McMillan Spire via Goodell Creek,North Cascades,16.0,roundtrip,9800.0,8000.0,0.0,0,2018-06-18,4,https://www.wta.org/go-hiking/hikes/west-mcmillan-spire
297,Walupt Lake and Walupt Creek,South Cascades,8.8,roundtrip,1000.0,5000.0,3.6,5,2018-08-30,23,https://www.wta.org/go-hiking/hikes/walupt-lake-and-walupt-creek
298,Yakima Sportsman State Park,Central Washington,2.0,roundtrip,,,4.0,2,2019-05-28,10,https://www.wta.org/go-hiking/hikes/yakima-sportsman-state-park
299,Westcrest Park,Puget Sound and Islands,2.0,roundtrip,220.0,340.0,0.0,0,2018-08-07,2,https://www.wta.org/go-hiking/hikes/westcrest-park
300,Coyote Trail,South Cascades,6.8,one-way,1480.0,6600.0,4.0,1,2018-09-26,19,https://www.wta.org/go-hiking/hikes/coyote-trail-79
301,Chehalis Western Trail,Olympic Peninsula,22.0,roundtrip,,500.0,4.33,3,2019-02-04,10,https://www.wta.org/go-hiking/hikes/chehalis-western-trail
302,Brightwater Center,Puget Sound and Islands,3.0,trails,120.0,290.0,2.5,2,2019-05-16,30,https://www.wta.org/go-hiking/hikes/brightwater-center-king-county
303,Copper City Ghost Town,Mount Rainier Area,0.5,roundtrip,27.0,4076.0,0.0,0,2018-06-28,6,https://www.wta.org/go-hiking/hikes/copper-city-ghost-town
304,Bordeaux Ghost Town,Olympic Peninsula,,,,,3.5,2,2017-04-03,36,https://www.wta.org/go-hiking/hikes/bordeaux-ghost-town
305,Capitol State Forest - Bob Bammert Grove Loop,Olympic Peninsula,1.1,roundtrip,300.0,560.0,0.0,0,2019-06-16,11,https://www.wta.org/go-hiking/hikes/bob-bammert-grove-trail
306,Burch Mountain,Central Cascades,,,,,0.0,0,2016-03-25,1,https://www.wta.org/go-hiking/hikes/burch-mountain-1
307,Clark Peak,North Cascades,6.5,roundtrip,1570.0,7891.0,0.0,0,2017-08-26,1,https://www.wta.org/go-hiking/hikes/clark-peak
308,Columbia Plateau Trail - Fish Lake,Eastern Washington,7.5,roundtrip,200.0,2277.0,3.5,2,2018-10-11,7,https://www.wta.org/go-hiking/hikes/columbia-plateau-trail
309,Centennial Trail,Puget Sound and Islands,30.5,one-way,,,0.0,0,2018-09-26,2,https://www.wta.org/go-hiking/hikes/centennial-trail
310,Cave Ridge,Snoqualmie Region,,,,,0.0,0,2019-01-10,25,https://www.wta.org/go-hiking/hikes/cave-ridge
311,Castle Rock,Central Washington,,,,,4.0,1,2019-06-22,9,https://www.wta.org/go-hiking/hikes/castle-rock
312,Crooked Thumb Peak,North Cascades,,,,8129.0,0.0,0,2017-07-29,1,https://www.wta.org/go-hiking/hikes/crooked-thumb-peak
313,Chehalis River Discovery Trail,Southwest Washington,3.6,roundtrip,210.0,265.0,0.0,0,2018-07-10,8,https://www.wta.org/go-hiking/hikes/chehalis-river-discovery-trail
314,Cottonwood Canyon State Park,Central Cascades,4.3,one-way,50.0,,0.0,0,2018-04-24,1,https://www.wta.org/go-hiking/hikes/cottonwood-canyon-state-park
315,Beaver Pond Trail,Puget Sound and Islands,1.6,roundtrip,,,0.0,0,2018-07-27,7,https://www.wta.org/go-hiking/hikes/eaglemont-trail-mount-vernon-parks-rec
316,Bonanza Peak,Central Cascades,14.0,roundtrip,6300.0,9511.0,0.0,0,2018-07-05,3,https://www.wta.org/go-hiking/hikes/bonanza-peak
317,Cardinal Peak,Central Cascades,,,,8595.0,0.0,0,2017-05-28,2,https://www.wta.org/go-hiking/hikes/cardinal-peak
318,Duwamish Trail,Puget Sound and Islands,6.0,roundtrip,,10.0,2.0,1,2018-04-15,4,https://www.wta.org/go-hiking/hikes/duwamish-trail
319,Discovery Park Loop Trail,Puget Sound and Islands,2.8,roundtrip,140.0,325.0,3.57,28,2019-04-27,110,https://www.wta.org/go-hiking/hikes/discovery-park-loop-trail
320,Columbia Hills State Park - Crawford Oaks,Southwest Washington,4.0,roundtrip,,,0.0,0,2019-05-12,53,https://www.wta.org/go-hiking/hikes/columbia-hills-state-park-crawford-oaks
321,Burnt Bridge Creek - Western Section,Southwest Washington,5.0,roundtrip,60.0,,0.0,0,,0,https://www.wta.org/go-hiking/hikes/burnt-bridge-creek-western-section
322,Cutthroat Pass via the Pacific Crest Trail,North Cascades,10.0,roundtrip,2000.0,6800.0,3.86,14,2019-06-29,207,https://www.wta.org/go-hiking/hikes/cutthroat-pass-via-pacific-crest-trail
323,Eagle Landing Park,Puget Sound and Islands,0.75,roundtrip,147.0,217.0,0.0,0,2019-05-17,4,https://www.wta.org/go-hiking/hikes/eagle-landing-park
324,Deering Wildflower Acres,Puget Sound and Islands,2.0,trails,,,4.0,1,2018-08-04,1,https://www.wta.org/go-hiking/hikes/deering-wildflower-acres
325,Chuckanut Falls,Puget Sound and Islands,2.6,roundtrip,640.0,540.0,3.0,1,2019-04-12,39,https://www.wta.org/go-hiking/hikes/chuckanut-falls
326,Deer Ridge,Olympic Peninsula,9.8,roundtrip,2800.0,5350.0,2.67,12,2019-06-15,89,https://www.wta.org/go-hiking/hikes/deer-ridge
327,Sun Lakes-Dry Falls State Park - Deep Lake,Central Washington,15.0,trails,,,0.0,0,2019-02-08,16,https://www.wta.org/go-hiking/hikes/caribou-trail-sun-lakes-dry-falls
328,Colonial Peak,North Cascades,,,,,0.0,0,2018-06-17,2,https://www.wta.org/go-hiking/hikes/colonial-peak
329,Buck Mountain,Central Cascades,,,,8528.0,0.0,0,2018-10-14,2,https://www.wta.org/go-hiking/hikes/buck-mountain
330,Saltese Uplands,Eastern Washington,3.6,roundtrip,,,4.0,3,2019-03-31,21,https://www.wta.org/go-hiking/hikes/saltese-uplands
331,Rock Creek,Snoqualmie Region,8.6,roundtrip,2500.0,4100.0,4.5,4,2016-11-12,22,https://www.wta.org/go-hiking/hikes/rock-creek-2
332,Rooster Mountain,Snoqualmie Region,14.0,roundtrip,4500.0,5340.0,4.0,6,2019-06-13,23,https://www.wta.org/go-hiking/hikes/rooster-mountain
333,Robinson Canyon - Ainsley Canyon,Central Washington,10.0,roundtrip,1200.0,3400.0,3.17,6,2019-06-02,58,https://www.wta.org/go-hiking/hikes/robinson-canyon-ainsley-canyon
334,Rock Mountain,North Cascades,,,,,0.0,0,2013-07-04,1,https://www.wta.org/go-hiking/hikes/rock-mountain-1
335,Salmon Creek Trail,Southwest Washington,5.0,roundtrip,30.0,60.0,4.0,1,2019-03-02,15,https://www.wta.org/go-hiking/hikes/salmon-creek-trail
336,Roaring Ridge Snowshoe via Road 9070,Snoqualmie Region,10.0,roundtrip,3200.0,4988.0,0.0,0,2019-04-28,5,https://www.wta.org/go-hiking/hikes/roaring-ridge-snowshoe-via-road-9070
337,Capitol State Forest - Rock Candy Mountain,Olympic Peninsula,5.5,roundtrip,1000.0,1500.0,3.0,1,2019-04-30,23,https://www.wta.org/go-hiking/hikes/rock-candy-mountain
