TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Fish Lake Trail,Eastern Washington,7.6,one-way,,,0.0,0,,,2019-07-27,1,https://www.wta.org/go-hiking/hikes/fish-lake-trail
Erinswood,Central Cascades,0.7,roundtrip,50.0,600.0,0.0,0,47.8188,-121.5539,2019-01-02,2,https://www.wta.org/go-hiking/hikes/erinswood
Mount Angeles,Olympic Peninsula,6.25,roundtrip,1254.0,6454.0,3.91,11,47.9837751,-123.45247689999997,2019-07-27,46,https://www.wta.org/go-hiking/hikes/mount-angeles
Lime Kiln Trail,North Cascades,7.0,roundtrip,625.0,750.0,3.65,68,48.0773666667,-121.93246666699997,2019-11-11,634,https://www.wta.org/go-hiking/hikes/lime-kiln
Glacier Basin,North Cascades,12.0,roundtrip,2159.0,,4.2,10,47.9869666667,-121.39300000000003,2019-08-24,157,https://www.wta.org/go-hiking/hikes/glacier-basin-1
Spray Park,Mount Rainier Area,8.0,roundtrip,1700.0,6500.0,4.25,52,46.9327,-121.86361666699997,2019-10-26,476,https://www.wta.org/go-hiking/hikes/spray-park
Tronsen Meadow,Snoqualmie Region,3.4,roundtrip,1168.0,5536.0,2.83,6,47.329009489,-120.55319309200001,2019-11-10,20,https://www.wta.org/go-hiking/hikes/tronson-meadow
Pacific Crest Trail (PCT) Section H - Bridge of the Gods to White Pass,Southwest Washington,147.5,one-way,27996.0,7800.0,4.0,5,45.660975988203454,-121.90630823389256,2019-09-03,61,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-h-bridge-of-gods-to-white-pass
Emmons Moraine,Mount Rainier Area,3.0,roundtrip,900.0,5200.0,3.7,10,46.90215,-121.64368333300001,2019-10-06,86,https://www.wta.org/go-hiking/hikes/emmons-glacier-view
Mohawk Falls and Mohawk Mine,Central Cascades,0.6,roundtrip,200.0,1500.0,5.0,4,47.6752794,-121.39227470000003,2019-08-11,21,https://www.wta.org/go-hiking/hikes/mohawk-falls-and-mohawk-mine
Mission Point Trail,Eastern Washington,0.5,roundtrip,,,0.0,0,48.62854853719776,-118.10730384617227,2014-08-10,1,https://www.wta.org/go-hiking/hikes/mission-point-trail
Hawk Creek - Lake Roosevelt National Recreation Area,Eastern Washington,4.5,roundtrip,900.0,,0.0,0,47.810894,-118.31036399999999,2018-02-11,8,https://www.wta.org/go-hiking/hikes/hawk-creek-lake-roosevelt-nra
Maple Creek Loop Trail,North Cascades,1.4,roundtrip,250.0,850.0,0.0,0,48.92678881947602,-122.07931637763977,2019-06-09,6,https://www.wta.org/go-hiking/hikes/maple-creek-loop-trail
Wallace Falls State Park - Greg Ball Trail to Wallace Lake,Central Cascades,8.2,roundtrip,1500.0,,3.53,15,47.866867,-121.68200300000001,2019-10-19,214,https://www.wta.org/go-hiking/hikes/wallace-falls-state-park-greg-ball-trail-to-wallace-lake
Spectacle Lake,Snoqualmie Region,22.0,roundtrip,1500.0,4600.0,4.21,19,47.4336612787,-121.188812256,2019-09-15,188,https://www.wta.org/go-hiking/hikes/spectacle-lake
Observation Peak,Southwest Washington,5.0,roundtrip,500.0,4207.0,3.75,8,45.9499,-122.0401,2019-07-21,43,https://www.wta.org/go-hiking/hikes/observation-peak
Shadow Lake - Sunrise Camp Loop,Mount Rainier Area,3.7,roundtrip,200.0,5400.0,4.27,11,46.9146166667,-121.64233333300001,2019-09-12,78,https://www.wta.org/go-hiking/hikes/shadow-lake-sunrise-camp-loop
Palisades Lakes,Mount Rainier Area,7.0,roundtrip,1800.0,6150.0,3.65,20,46.91755,-121.58780000000002,2019-10-06,175,https://www.wta.org/go-hiking/hikes/palisades-lakes
Kopachuck State Park Trail,Olympic Peninsula,1.0,roundtrip,25.0,25.0,3.5,4,47.3085118,-122.6807268,2019-07-22,12,https://www.wta.org/go-hiking/hikes/kopachuck-state-park-trail
Rock Mountain via Snowy Creek,Central Cascades,9.0,roundtrip,3600.0,,4.2,5,47.809759,-120.9948665,2019-09-28,110,https://www.wta.org/go-hiking/hikes/rock-mountain-via-snowy-creek
Owyhigh Lakes,Mount Rainier Area,7.0,roundtrip,1650.0,5275.0,3.42,12,46.890517,-121.59678300000002,2019-10-13,150,https://www.wta.org/go-hiking/hikes/owyhigh-lakes
Meadowbrook Farm,Snoqualmie Region,4.85,trails,,,1.0,1,47.50852095105172,-121.79897725582123,2019-07-21,10,https://www.wta.org/go-hiking/hikes/meadowbrook-farm
Meta Lake,South Cascades,0.6,roundtrip,,3625.0,3.29,7,46.295967,-122.078183,2019-06-25,13,https://www.wta.org/go-hiking/hikes/meta-lake
Billy Clapp Lake,Central Washington,5.0,roundtrip,400.0,1500.0,2.25,4,47.45254359,-119.25305555599999,2019-09-21,7,https://www.wta.org/go-hiking/hikes/billy-clapp-lake
Goose Lake Plateau,Central Washington,7.0,roundtrip,200.0,1000.0,3.5,4,46.930695019758176,-119.24321976575357,2019-11-10,13,https://www.wta.org/go-hiking/hikes/goose-lakes-plateau
Copper Glance Lake,North Cascades,6.8,roundtrip,2560.0,6260.0,4.17,6,48.7410833333,-120.292283333,2019-07-13,29,https://www.wta.org/go-hiking/hikes/copper-glance-lake
June Lake,South Cascades,2.86,roundtrip,445.0,3140.0,3.57,7,46.137267,-122.15685000000002,2019-07-27,46,https://www.wta.org/go-hiking/hikes/june-lake
Rampart Ridge Loop,Mount Rainier Area,4.5,roundtrip,1300.0,4080.0,3.0,18,46.7496666667,-121.81065000000001,2019-11-02,244,https://www.wta.org/go-hiking/hikes/rampart-ridge-loop
Cora Lake,South Cascades,6.0,roundtrip,400.0,3800.0,4.0,8,46.7278111014,-121.951929554,2019-10-20,29,https://www.wta.org/go-hiking/hikes/cora-lake
West Fork Methow River,North Cascades,15.8,roundtrip,1600.0,4280.0,3.6,5,48.6515,-120.5623,2019-08-15,28,https://www.wta.org/go-hiking/hikes/west-fork-methow-river
Esmeralda Basin (Esmerelda),Snoqualmie Region,7.0,roundtrip,1750.0,5960.0,4.24,21,47.436094,-120.937228,2019-10-24,293,https://www.wta.org/go-hiking/hikes/esmerelda-basin
Windy Trail,South Cascades,1.0,one-way,200.0,4300.0,0.0,0,46.2499,-122.1361,2019-06-01,7,https://www.wta.org/go-hiking/hikes/windy-trail
Cinnamon Trail,South Cascades,8.6,one-way,2900.0,4000.0,3.0,1,46.142931,-122.32409899999999,2019-07-03,2,https://www.wta.org/go-hiking/hikes/cinnamon-trail
Lake Creek,Central Cascades,,,,,2.5,4,47.9182,-121.08593333333333,,0,https://www.wta.org/go-hiking/hikes/lake-creek
Kettle Creek,South Cascades,,,,,4.5,4,46.9437149,-121.32725490000001,2017-08-09,10,https://www.wta.org/go-hiking/hikes/kettle-creek
Alaska Lake Snowshoe,Snoqualmie Region,12.0,roundtrip,1600.0,4200.0,3.33,3,47.4016512,-121.3736105,2016-06-04,5,https://www.wta.org/go-hiking/hikes/alaska-lake-snowshoe
Abiel Pass,Snoqualmie Region,9.0,roundtrip,3400.0,5600.0,2.4,5,,,2007-06-12,2,https://www.wta.org/go-hiking/hikes/abiel-pass
Alder Ridge-Mad River Tie,Central Cascades,,,,,2.8,5,,,2017-05-16,3,https://www.wta.org/go-hiking/hikes/alder-ridge-mad-river-tie
Allen Mountain,South Cascades,,,,,4.0,6,46.656388201561974,-121.84335708584183,2017-05-27,7,https://www.wta.org/go-hiking/hikes/allen-mountain
Ruby Creek,North Cascades,,,,,1.5,4,48.706369163618795,-120.91690063476562,2019-07-11,25,https://www.wta.org/go-hiking/hikes/ruby-creek
Williams Lake,Snoqualmie Region,,,,,2.4,5,,,2019-08-17,39,https://www.wta.org/go-hiking/hikes/williams-lake
North Fork Silver Creek Trail,Eastern Washington,,,,,3.0,4,,,2019-06-15,5,https://www.wta.org/go-hiking/hikes/north-fork-silver-creek-trail
Palouse to Cascades Trail - Army East,Central Washington,8.0,roundtrip,500.0,1500.0,2.5,4,46.843727,-119.9643955,2016-05-20,6,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-army-east
Palouse to Cascades Trail - Thorp Trailhead,Snoqualmie Region,,,,,3.0,4,47.065241735308554,-120.6794036161258,2018-06-02,2,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-thorp-trailhead
Spring Creek - Green Mountain,South Cascades,8.2,roundtrip,1200.0,5107.0,3.5,4,46.3305,-121.574,2017-07-05,1,https://www.wta.org/go-hiking/hikes/spring-creek-green-mountain
Sheep Mountain,North Cascades,,,,,4.5,4,,,2018-07-04,5,https://www.wta.org/go-hiking/hikes/sheep-mountain
Tin Can Gap,North Cascades,12.0,roundtrip,2800.0,5800.0,3.86,7,48.1937333333,-121.7716,2019-09-06,20,https://www.wta.org/go-hiking/hikes/tin-can-gap
Kid Creek,North Cascades,,,,,3.0,4,,,,0,https://www.wta.org/go-hiking/hikes/kid-creek
Lake Susan Jane Snowshoe,Central Cascades,7.0,roundtrip,1200.0,5200.0,3.67,3,,,2015-11-28,6,https://www.wta.org/go-hiking/hikes/lake-susan-jane-snowshoe
Kloochman Rock,South Cascades,,,,,3.5,4,46.63064105958219,-121.08132219327672,2019-08-11,7,https://www.wta.org/go-hiking/hikes/kloochman-rock
Lake Edna,Central Cascades,12.5,roundtrip,4500.0,6735.0,2.5,4,47.60855,-120.882033333,2019-08-18,48,https://www.wta.org/go-hiking/hikes/lake-edna
Kraus Ridge,South Cascades,8.8,roundtrip,1570.0,2370.0,2.0,4,46.464933,-121.897383,2019-08-06,4,https://www.wta.org/go-hiking/hikes/kraus-ridge
Lake James,Mount Rainier Area,,,,,3.0,5,49.572282581831544,-124.73201774026745,2018-07-30,8,https://www.wta.org/go-hiking/hikes/lake-james
LaCrosse Pass,Olympic Peninsula,,,,,2.5,4,,,2019-07-30,19,https://www.wta.org/go-hiking/hikes/lacrosse-pass
Lake Evan,North Cascades,,,,,3.25,4,,,2018-08-26,5,https://www.wta.org/go-hiking/hikes/lake-evan
Klahhane Ridge Snowshoe,Olympic Peninsula,4.0,roundtrip,1500.0,6080.0,2.0,2,47.9837991,-123.4524399,2015-10-02,2,https://www.wta.org/go-hiking/hikes/klahhane-ridge-snowshoe
Kelley Hollow,Central Washington,12.0,roundtrip,2000.0,,3.75,4,,,2018-04-27,3,https://www.wta.org/go-hiking/hikes/kelley-hollow
Kennedy Hotsprings,Central Cascades,,,,,3.4,5,48.15493333333333,-121.26623333333333,2017-09-25,14,https://www.wta.org/go-hiking/hikes/kennedy-hotsprings
Lake Hazard,North Cascades,,,,,2.5,4,,,,0,https://www.wta.org/go-hiking/hikes/lake-hazard
Judkin Trail,South Cascades,,,,,3.75,4,,,2019-08-18,1,https://www.wta.org/go-hiking/hikes/judkin-trail
Jupiter Lakes,Olympic Peninsula,,,,,3.5,4,,,1999-09-06,1,https://www.wta.org/go-hiking/hikes/jupiter-lakes
Kachess Nature,Snoqualmie Region,,,,,1.33,3,,,2001-06-10,1,https://www.wta.org/go-hiking/hikes/kachess-nature
Jefferson Lake,Olympic Peninsula,,,,,2.75,4,47.636967864870556,-123.19079630076885,2018-04-21,4,https://www.wta.org/go-hiking/hikes/jefferson-lake
St. Andrews Park - St. Andrews Lake,Mount Rainier Area,,,,,4.0,2,,,2018-08-02,7,https://www.wta.org/go-hiking/hikes/st.-andrews-park
Mount Kent,Snoqualmie Region,,,,,4.0,1,47.406453324856685,-121.6046404838562,2019-10-06,14,https://www.wta.org/go-hiking/hikes/mount-kent
Banshee Peak,Mount Rainier Area,,,,7400.0,1.0,1,46.88788526058307,-121.61049842834473,2019-08-13,19,https://www.wta.org/go-hiking/hikes/banshee-peak
Twenty Lakes Basin,North Cascades,,,,,4.0,1,,,2010-08-14,1,https://www.wta.org/go-hiking/hikes/20-lakes-basin
Wiley Slough - Fir Island,Puget Sound and Islands,,,,,2.5,2,48.34745904540578,-122.4238751871543,2019-11-09,53,https://www.wta.org/go-hiking/hikes/wiley-slough-fir-island-skagit-county
Columbia Glacier,Central Cascades,,,,,1.5,2,,,2019-07-13,2,https://www.wta.org/go-hiking/hikes/columbia-glacier
Boulder Peak,Olympic Peninsula,,,,,1.0,1,,,2010-08-10,4,https://www.wta.org/go-hiking/hikes/boulder-peak
Tyee Lookout,Central Cascades,7.0,roundtrip,1660.0,6654.0,4.0,2,,,2018-06-29,4,https://www.wta.org/go-hiking/hikes/tyee-lookout
Humpnoochee Pass,Olympic Peninsula,,,,,3.0,1,,,2010-09-05,1,https://www.wta.org/go-hiking/hikes/humpnoochee-pass
Fay Peak,Mount Rainier Area,,,,,1.0,1,,,2017-08-22,11,https://www.wta.org/go-hiking/hikes/knapsack-pass-fay-peak-and-mt-pleasant
Shull Lake,North Cascades,,,,,1.0,1,,,2003-08-29,2,https://www.wta.org/go-hiking/hikes/shull-lake
Tumac Mountain via Cowlitz Trail,South Cascades,,,,,3.0,1,,,,0,https://www.wta.org/go-hiking/hikes/tumac-mountain-via-cowlitz-trail
Domerie Divide Trail,Snoqualmie Region,,,,,3.33,3,47.2668537285,-121.175465584,2019-10-27,59,https://www.wta.org/go-hiking/hikes/1308.2
Mount Maude,Central Cascades,,,,,3.67,3,47.777174925180354,-122.96327590942383,2019-10-13,25,https://www.wta.org/go-hiking/hikes/mount-maude
Placer Lake,South Cascades,,,,,1.0,2,,,2019-06-18,5,https://www.wta.org/go-hiking/hikes/placer-lake
Merchant Peak,Central Cascades,,,,,4.67,3,47.79233432933888,-121.459259390831,2015-02-21,5,https://www.wta.org/go-hiking/hikes/merchant-peak
Indian Head Peak,Central Cascades,,,,,3.0,1,,,2018-06-09,6,https://www.wta.org/go-hiking/hikes/indian-head-peak
Cashmere Mountain,Central Cascades,,,,,3.0,2,47.5464965,-120.7914283,2019-10-06,23,https://www.wta.org/go-hiking/hikes/cashmere-mountain
Little Tahoma,Mount Rainier Area,,,,,2.5,2,46.8937515,-121.5792006,2019-07-27,10,https://www.wta.org/go-hiking/hikes/little-tahoma
Scout Lake,Snoqualmie Region,3.0,roundtrip,900.0,3850.0,3.5,6,47.368284,-121.5106595,2019-09-25,28,https://www.wta.org/go-hiking/hikes/scout-lake-snoqualmie-pass
Bulls Tooth Loop,Central Cascades,,,,,3.0,1,,,2014-08-29,4,https://www.wta.org/go-hiking/hikes/bulls-tooth-loop
Shaw Lake,Central Cascades,,,,,4.0,1,,,2018-11-25,11,https://www.wta.org/go-hiking/hikes/shaw-lake
Mount Crosby,Central Cascades,,,,,4.0,1,47.70190636450079,-121.46638870239258,2018-10-20,6,https://www.wta.org/go-hiking/hikes/mount-crosby
Mount Logan,North Cascades,,,,,3.5,2,48.68528624663986,-121.09291548078431,2015-09-12,9,https://www.wta.org/go-hiking/hikes/mount-logan
Gold Lake,Central Cascades,,,,,1.5,2,,,2016-07-29,3,https://www.wta.org/go-hiking/hikes/gold-lk.-via-lk.-dorothy-trail
Indian Creek -Teanaway,Snoqualmie Region,,,,,3.0,2,47.30162452741395,-120.85434615578049,2018-05-12,6,https://www.wta.org/go-hiking/hikes/indian-creek-teanaway
Frigid Mountain,Central Cascades,,,,7377.0,4.0,2,,,2009-09-07,3,https://www.wta.org/go-hiking/hikes/frigid-mountain
Holden Village to Martin Peak,Central Cascades,,,,,1.5,2,,,2009-09-12,1,https://www.wta.org/go-hiking/hikes/holden-village-to-martin-peak
Cloudy Pass to Holden,Central Cascades,,,,,4.0,4,,,2019-09-05,16,https://www.wta.org/go-hiking/hikes/cloudy-pass-to-holden
Pratt Balcony,Snoqualmie Region,,,,,3.5,2,47.398233003129555,-121.48857593536377,2019-11-06,8,https://www.wta.org/go-hiking/hikes/pratt-balcony
Goat Creek,South Cascades,11.0,roundtrip,400.0,2400.0,4.38,8,46.4304793516,-122.152544707,2019-09-22,116,https://www.wta.org/go-hiking/hikes/goat-creek-1
Haystack Mountain,Central Cascades,,,,2715.0,0.0,0,,,2013-01-19,2,https://www.wta.org/go-hiking/hikes/haystack-mountain
Iron Cap Mountain,Central Cascades,,,,6347.0,0.0,0,47.554002,-121.28481799999997,2019-08-14,3,https://www.wta.org/go-hiking/hikes/iron-cap-mountain
Foggy Dew Creek,North Cascades,14.0,roundtrip,4620.0,8050.0,2.75,4,48.17513,-120.26125000000002,2019-10-05,30,https://www.wta.org/go-hiking/hikes/foggy-dew-creek
Fallen Leaf Lake,Southwest Washington,1.4,roundtrip,,,0.0,0,45.5997689955,-122.408093512,2019-08-11,5,https://www.wta.org/go-hiking/hikes/fallen-leaf-lake-trail
Gorge Lake Overlook,North Cascades,0.53,roundtrip,70.0,,0.0,0,,,2019-05-27,3,https://www.wta.org/go-hiking/hikes/gorge-lake-overlook
John Tursi Trail,Puget Sound and Islands,2.2,roundtrip,600.0,,3.5,2,48.4170123384,-122.64388784800002,2019-05-29,27,https://www.wta.org/go-hiking/hikes/john-tursi-trail
Hope Island Marine State Park,Olympic Peninsula,3.5,trails,,,0.0,0,47.1909728859,-122.92493104900001,2019-07-03,2,https://www.wta.org/go-hiking/hikes/hope-island-marine-state-park
Grouse Mountain,Eastern Washington,5.0,one-way,400.0,4000.0,0.0,0,45.74620383,-118.17090510000003,2018-07-29,3,https://www.wta.org/go-hiking/hikes/grouse-mountain-n-fork-umatilla-wilderness
Mount Spokane State Park - Eight Peaks Tour,Eastern Washington,25.0,roundtrip,,5889.0,0.0,0,47.904666404,-117.10262021,2019-08-31,4,https://www.wta.org/go-hiking/hikes/eight-peaks-tour
Beacon Rock State Park - Hadley Trail,Southwest Washington,1.2,roundtrip,175.0,750.0,0.0,0,,,2017-04-29,1,https://www.wta.org/go-hiking/hikes/hadley-trail
Humility Hill,Central Cascades,5.0,roundtrip,2200.0,4358.0,0.0,0,47.60814766667822,-120.53134076190184,2016-04-15,1,https://www.wta.org/go-hiking/hikes/humility-hill
Ira Spring Wetland,Olympic Peninsula,2.9,roundtrip,300.0,400.0,0.0,0,47.88152512738452,-124.27722405852688,2019-06-15,2,https://www.wta.org/go-hiking/hikes/ira-spring-wetland
Frosty Pass,Central Cascades,11.3,one-way,3500.0,5700.0,0.0,0,47.583,-120.6834,2019-08-11,20,https://www.wta.org/go-hiking/hikes/frosty-pass
Lewis and Clark Discovery Trail,Southwest Washington,7.0,one-way,15.0,45.0,0.0,0,46.3044269951,-124.06365584600002,2019-10-28,9,https://www.wta.org/go-hiking/hikes/ilwaco-long-beach-discovery-trail
Folsom Farm - Smick Meadows,Eastern Washington,,,,,0.0,0,47.3834753,-117.83366050000001,2018-10-15,4,https://www.wta.org/go-hiking/hikes/folsom-farm-smick-meadows
Independence Peak,North Cascades,,,,5445.0,0.0,0,48.12859,-121.52296999999999,2018-07-19,2,https://www.wta.org/go-hiking/hikes/independence-peak
Goat Creek,Mount Rainier Area,9.8,roundtrip,3400.0,6473.0,0.0,0,46.91691228622719,-121.23368561267853,2018-11-04,13,https://www.wta.org/go-hiking/hikes/goat-creek
Jackson Park,Puget Sound and Islands,2.2,trails,,,0.0,0,47.72710979798189,-122.31735927249144,2019-08-11,1,https://www.wta.org/go-hiking/hikes/jackson-park
Iron Peak Loop,Snoqualmie Region,14.5,roundtrip,3600.0,6387.0,3.4,10,47.4361,-120.93720000000002,2019-07-08,103,https://www.wta.org/go-hiking/hikes/iron-peak-loop
Glacial Heritage Preserve,Olympic Peninsula,,,,,0.0,0,46.8656846115,-123.05138111100001,2019-03-13,4,https://www.wta.org/go-hiking/hikes/glacial-heritage-preserve
Hughes Fork,Eastern Washington,10.0,one-way,3284.0,5500.0,0.0,0,48.84078757794516,-116.99807012561325,2019-07-18,3,https://www.wta.org/go-hiking/hikes/hughes-fork
Hilburn Preserve,Olympic Peninsula,2.0,trails,,,0.0,0,47.2086766269,-123.137431741,2019-08-10,4,https://www.wta.org/go-hiking/hikes/hilburn-preserve
Friends Landing,Southwest Washington,1.7,roundtrip,15.0,20.0,0.0,0,46.947858360898415,-123.6368260346353,2017-08-27,2,https://www.wta.org/go-hiking/hikes/friends-landing
Ellen Davis Trail,Southwest Washington,4.0,roundtrip,,,0.0,0,45.6534,-122.66210000000001,2019-01-16,1,https://www.wta.org/go-hiking/hikes/ellen-davis-trail
Goat Creek Loop,South Cascades,20.2,roundtrip,3200.0,5250.0,2.75,4,46.430641572128536,-122.15281091630459,2019-08-06,8,https://www.wta.org/go-hiking/hikes/goat-creek-loop
Johns River State Wildlife Area,Southwest Washington,1.4,roundtrip,,20.0,3.0,5,46.897574595,-123.98768495799999,2017-03-24,2,https://www.wta.org/go-hiking/hikes/johns-river-state-wildlife-area
Jones Island Trail,Puget Sound and Islands,,,,,0.0,0,48.61527147290312,-123.04800689220428,2018-06-29,4,https://www.wta.org/go-hiking/hikes/jones-island-trail
It Peak Snowshoe,Central Washington,,,,,0.0,0,,,2013-04-19,1,https://www.wta.org/go-hiking/hikes/it-peak-snowshoe
Iron Goat Trail - Winter Route,Central Cascades,,,,,0.0,0,47.7120293,-121.1622797,2019-08-11,10,https://www.wta.org/go-hiking/hikes/iron-goat-trail-snowshoe
Sauk Mountain Snowshoe,North Cascades,11.0,roundtrip,3500.0,5500.0,3.5,4,48.5810007,-121.5614064,2018-05-03,11,https://www.wta.org/go-hiking/hikes/sauk-mountain-snowshoe
Sawtooth,South Cascades,,,,,3.83,6,46.0916564304,-121.76619529699997,2016-09-24,4,https://www.wta.org/go-hiking/hikes/sawtooth-1
Ruth Arm,North Cascades,,,,,2.4,5,48.9101482,-121.5926627,2017-08-19,21,https://www.wta.org/go-hiking/hikes/ruth-arm
Rock Lake,Central Cascades,,,,,1.0,3,,,2019-09-02,10,https://www.wta.org/go-hiking/hikes/rock-lake
Rock Pass,North Cascades,,,,,4.25,4,,,2019-08-05,2,https://www.wta.org/go-hiking/hikes/rock-pass
Rock Creek Wildlife Area,Eastern Washington,6.0,roundtrip,100.0,1700.0,1.5,2,,,,0,https://www.wta.org/go-hiking/hikes/rock-creek-wildlife-area
Saddle Mountain East,Central Washington,4.0,roundtrip,76.0,2050.0,3.25,4,46.7919451251,-119.446225315,2018-12-29,12,https://www.wta.org/go-hiking/hikes/saddle-mountain-east
Rock Island Creek,Central Washington,2.0,roundtrip,,1700.0,2.0,3,,,2012-05-08,1,https://www.wta.org/go-hiking/hikes/rock-island-creek
Russell Ridge,South Cascades,,,,,2.4,5,46.661690002771294,-121.21902465820312,2019-10-27,15,https://www.wta.org/go-hiking/hikes/russell-ridge
Saddle Lake,North Cascades,,,,,4.5,4,48.19658459851704,-121.7751874926762,2019-09-06,21,https://www.wta.org/go-hiking/hikes/saddle-lake
Salmo Cabin,Eastern Washington,,,,,3.0,5,,,2014-08-30,1,https://www.wta.org/go-hiking/hikes/salmo-cabin
Rock Creek,Central Cascades,14.0,roundtrip,1850.0,4350.0,4.0,5,47.9699333333,-120.78904999999997,2018-08-12,26,https://www.wta.org/go-hiking/hikes/rock-creek
Sahale Glacier,North Cascades,,,,,3.0,4,48.475545879,-121.075122803,2019-09-20,30,https://www.wta.org/go-hiking/hikes/sahale-glacier
River View,South Cascades,,,,,3.5,4,,,,0,https://www.wta.org/go-hiking/hikes/river-view
Sand Lake Snowshoe,South Cascades,6.6,roundtrip,900.0,5300.0,3.5,4,46.644873,-121.3812931,2019-02-18,17,https://www.wta.org/go-hiking/hikes/sand-lake-snowshoe
Sasse Ridge,Snoqualmie Region,9.0,roundtrip,2400.0,5730.0,3.6,5,47.3892,-121.07438333300001,2019-07-16,34,https://www.wta.org/go-hiking/hikes/sasse-mountain
